Geographic Area,City,percent_completed_hs,,
TN,Ducktown city,66.4,city,4
TN,Dunlap city,75.2,city,4
TN,Dyer city,83,city,4
TN,Dyersburg city,83,city,4
TN,Eagleton Village CDP,81.5,CDP,3
TN,Eagleville city,88.6,city,4
TN,East Cleveland CDP,72.3,CDP,3
TN,East Ridge city,85.3,city,4
TN,Eastview town,85.7,town,4
TN,Elgin CDP,86.6,CDP,3
TN,Elizabethton city,81.9,city,4
TN,Elkton city,82.5,city,4
TN,Englewood town,77.6,town,4
TN,Enville town,78.6,town,4
TN,Erin city,70.3,city,4
TN,Erwin town,79.7,town,4
TN,Estill Springs town,85.9,town,4
TN,Ethridge town,83.8,town,4
TN,Etowah city,83.3,city,4
TN,Eva CDP,69.5,CDP,3
TN,Fairfield CDP,34.5,CDP,3
TN,Fairfield Glade CDP,95.6,Glade CDP,9
TN,Fairgarden CDP,100,CDP,3
TN,Fairmount CDP,98.3,CDP,3
TN,Fairview city,87,city,4
TN,Fall Branch CDP,90.5,CDP,3
TN,Falling Water CDP,88.9,CDP,3
TN,Farragut town,97.4,town,4
TN,Fayetteville city,79.9,city,4
TN,Fincastle CDP,77.8,CDP,3
TN,Finger city,73,city,4
TN,Flat Top Mountain CDP,97.1,CDP,3
TN,Flintville CDP,78.2,CDP,3
TN,Forest Hills city,99.3,city,4
TN,Franklin city,94.5,city,4
TN,Friendship city,72.9,city,4
TN,Friendsville city,86.4,city,4
TN,Gadsden town,82,town,4
TN,Gainesboro town,67.8,town,4
TN,Gallatin city,85.1,city,4
TN,Gallaway city,71.2,city,4
TN,Garland town,90.9,town,4
TN,Gates town,80.6,town,4
TN,Gatlinburg city,83.4,city,4
TN,Germantown city,97.6,city,4
TN,Gibson town,82.4,town,4
TN,Gilt Edge city,81.1,city,4
TN,Gleason town,76.7,town,4
TN,Goodlettsville city,88.9,city,4
TN,Gordonsville town,85.7,town,4
TN,Graball CDP,95.4,CDP,3
TN,Grand Junction city,80,city,4
TN,Gray CDP,90.8,CDP,3
TN,Graysville town,68.3,town,4
TN,Greenback city,82.2,city,4
TN,Greenbrier town,88.1,town,4
TN,Greeneville town,81.3,town,4
TN,Greenfield city,80.8,city,4
TN,Green Hill CDP,95.6,CDP,3
TN,Grimsley CDP,74.7,CDP,3
TN,Gruetli-Laager city,75.2,city,4
TN,Guys town,80.6,town,4
TN,Halls town,78.6,town,4
TN,Harriman city,79.3,city,4
TN,Harrison CDP,89.5,CDP,3
TN,Harrogate city,87.3,city,4
TN,Hartsville/Trousdale County,78.7,County,6
TN,Helenwood CDP,93.1,CDP,3
TN,Henderson city,76.8,city,4
TN,Hendersonville city,93.8,city,4
TN,Henning town,57.5,town,4
TN,Henry town,66,town,4
TN,Hickory Valley town,68.4,town,4
TN,Hillsboro CDP,92.1,CDP,3
TN,Hohenwald city,80.9,city,4
TN,Hollow Rock town,79.4,town,4
TN,Hopewell CDP,93,CDP,3
TN,Hornbeak town,81.8,town,4
TN,Hornsby town,81.2,town,4
TN,Humboldt city,81.1,city,4
TN,Hunter CDP,88.9,CDP,3
TN,Huntingdon town,72.5,town,4
TN,Huntland town,77.2,town,4
TN,Huntsville town,69.6,town,4
TN,Iron City CDP,83.3,CDP,3
TN,Jacksboro town,79.4,town,4
TN,Jackson city,87.5,city,4
TN,Jamestown city,66.5,city,4
TN,Jasper town,82.5,town,4
TN,Jefferson City city,82.6,City city,9
TN,Jellico city,67.4,city,4
TN,Johnson City city,89.3,city,4
TN,Jonesborough town,85.1,town,4
TN,Kenton town,82.7,town,4
TN,Kimball town,82.1,town,4
TN,Kingsport city,87.6,city,4
TN,Kingston city,88.3,city,4
TN,Kingston Springs town,91.9,town,4
TN,Knoxville city,87.8,city,4
TN,Lafayette city,68,city,4
TN,La Follette city,70.1,#VALUE!,#VALUE!
TN,La Grange town,84.3,#VALUE!,#VALUE!
TN,Lake City city,67,city,4
TN,Lakeland city,94.9,city,4
TN,Lakesite city,89.6,city,4
TN,Lake Tansi CDP,87.2,CDP,3
TN,Lakewood Park CDP,68.4,Park CDP,8
TN,La Vergne city,86.3,#VALUE!,#VALUE!
TN,Lawrenceburg city,76.1,city,4
TN,Lebanon city,81.9,city,4
TN,Lenoir City city,73,city,4
TN,Lewisburg city,75.9,city,4
TN,Lexington city,81.2,city,4
TN,Liberty town,77.5,town,4
TN,Linden town,73.9,town,4
TN,Livingston town,74.1,town,4
TN,Lobelville city,77.3,city,4
TN,Lone Oak CDP,74.8,CDP,3
TN,Lookout Mountain town,99.6,town,4
TN,Loretto city,84.4,city,4
TN,Loudon town,71.2,town,4
TN,Louisville city,88.4,city,4
TN,Luttrell town,67.5,town,4
TN,Lyles CDP,82.6,CDP,3
TN,"Lynchburg, Moore County metropolitan government",87.2,government,10
TN,Lynnville town,77.5,town,4
TN,McEwen city,81.2,city,4
TN,McKenzie city,77.6,city,4
TN,McLemoresville town,85.3,town,4
TN,McMinnville city,75.6,city,4
TN,Madisonville city,78.8,city,4
TN,Manchester city,82.5,city,4
TN,Martin city,90.2,city,4
TN,Maryville city,89.7,city,4
TN,Mascot CDP,83.6,CDP,3
TN,Mason town,70.3,town,4
TN,Maury City town,74,town,4
TN,Maynardville city,73.4,city,4
TN,Medina city,92.7,city,4
TN,Medon city,77.5,city,4
TN,Memphis city,83.7,city,4
TN,Michie town,72.4,town,4
TN,Middleton city,90.7,city,4
TN,Middle Valley CDP,88.6,CDP,3
TN,Midtown CDP,78.5,CDP,3
TN,Milan city,86.3,city,4
TN,Milledgeville town,71.7,town,4
TN,Millersville city,88.5,city,4
TN,Millington city,88.6,city,4
TN,Minor Hill city,81.1,city,4
TN,Mitchellville city,70.9,city,4
TN,Monteagle town,83.9,town,4
TN,Monterey town,73.6,town,4
TN,Mooresburg CDP,80.8,CDP,3
TN,Morrison town,68.4,town,4
TN,Morristown city,77,city,4
TN,Moscow city,76.2,city,4
TN,Mosheim town,76.9,town,4
TN,Mountain City town,78.5,town,4
TN,Mount Carmel town,85,town,4
TN,Mount Juliet city,93.8,city,4
TN,Mount Pleasant city,81.2,city,4
TN,Mowbray Mountain CDP,78,CDP,3
TN,Munford city,93,city,4
TN,Murfreesboro city,91.8,city,4
TN,Nashville-Davidson metropolitan government,87.3,government,10
TN,Nashville-Davidson metropolitan government (balance),87.1,(balance),9
TN,Newbern town,82.1,town,4
TN,New Deal CDP,76.8,CDP,3
TN,New Hope city,80,#VALUE!,#VALUE!
TN,New Johnsonville city,88.4,#VALUE!,#VALUE!
TN,New Market town,80.3,#VALUE!,#VALUE!
TN,Newport city,78.4,city,4
TN,New Tazewell town,71.1,#VALUE!,#VALUE!
TN,New Union CDP,92.3,CDP,3
TN,Niota city,79.7,city,4
TN,Nolensville town,97,town,4
TN,Normandy town,73.8,town,4
TN,Norris city,93.3,city,4
TN,Oakdale town,81.5,town,4
TN,Oak Grove CDP (Sumner County),89.1,#VALUE!,#VALUE!
TN,Oak Grove CDP (Washington County),89.8,#VALUE!,#VALUE!
TN,Oak Hill city,98.3,#VALUE!,#VALUE!
TN,Oakland town,94.3,town,4
TN,Oak Ridge city,91.9,#VALUE!,#VALUE!
TN,Obion town,80.7,town,4
TN,Oliver Springs town,85.3,town,4
TN,Olivet CDP,84.1,CDP,3
TN,Oneida town,84.3,town,4
TN,Ooltewah CDP,90.8,CDP,3
TN,Orlinda city,84.9,city,4
TN,Orme town,73.5,town,4
TN,Palmer town,69.4,town,4
TN,Paris city,80.6,city,4
TN,Park City CDP,86.7,CDP,3
TN,Parker's Crossroads city,73.6,city,4
TN,Parrottsville town,80.5,town,4
TN,Parsons city,78.9,city,4
TN,Pegram town,87.1,town,4
TN,Pelham CDP,98.1,CDP,3
TN,Petersburg town,76.5,town,4
TN,Petros CDP,76.7,CDP,3
TN,Philadelphia city,71.1,city,4
TN,Pigeon Forge city,78.2,city,4
TN,Pikeville city,73.7,city,4
TN,Pine Crest CDP,86,CDP,3
TN,Piperton city,92.5,city,4
TN,Pittman Center town,82,town,4
TN,Plainview city,79.8,city,4
TN,Pleasant Hill town,77.3,town,4
TN,Pleasant View city,88.5,city,4
TN,Portland city,82.5,city,4
TN,Powells Crossroads town,86.3,town,4
TN,Pulaski city,77.8,city,4
TN,Puryear city,82.8,city,4
TN,Ramer city,84.8,city,4
TN,Red Bank city,90,#VALUE!,#VALUE!
TN,Red Boiling Springs city,61.9,#VALUE!,#VALUE!
TN,Riceville CDP,88.7,CDP,3
TN,Ridgely town,66.1,town,4
TN,Ridgeside city,97.6,city,4
TN,Ridgetop city,88.8,city,4
TN,Ripley city,77.5,city,4
TN,Rives town,82.4,town,4
TN,Roan Mountain CDP,71.9,CDP,3
TN,Robbins CDP,83.3,CDP,3
TN,Rockford city,88.3,city,4
TN,Rockvale CDP,100,CDP,3
TN,Rockwood city,75.1,city,4
TN,Rogersville town,80.8,town,4
TN,Rossville town,92.1,town,4
TN,Rural Hill CDP,98.8,CDP,3
TN,Rutherford town,80.5,town,4
TN,Rutledge town,76.9,town,4
TN,St. Joseph city,75,#VALUE!,#VALUE!
TN,Sale Creek CDP,89.1,CDP,3
TN,Saltillo town,70.5,town,4
TN,Samburg town,48.2,town,4
TN,Sardis town,83.3,town,4
TN,Saulsbury town,75.5,town,4
TN,Savannah city,78.1,city,4
TN,Scotts Hill town,87,town,4
TN,Selmer town,81.5,town,4
TN,Sevierville city,82.9,city,4
TN,Sewanee CDP,97.9,CDP,3
TN,Seymour CDP,88.7,CDP,3
TN,Shackle Island CDP,99.1,CDP,3
TN,Sharon town,84.2,town,4
TN,Shelbyville city,73.3,city,4
TN,Signal Mountain town,96,town,4
TN,Silerton town,87.5,town,4
TN,Slayden town,61.7,town,4
TN,Smithville city,75.8,city,4
TN,Smyrna town,88.7,town,4
TN,Sneedville town,71.6,town,4
TN,Soddy-Daisy city,84.2,city,4
TN,Somerville town,79.8,town,4
TN,South Carthage town,79.9,town,4
TN,South Cleveland CDP,81.3,CDP,3
TN,South Fulton city,83.6,city,4
TN,South Pittsburg city,82.7,city,4
TN,Sparta city,79.2,city,4
TN,Spencer town,77.6,town,4
TN,Spring City town,76.8,town,4
TN,Springfield city,79.7,city,4
TN,Spring Hill city,97.4,city,4
TN,Spurgeon CDP,91.5,CDP,3
TN,Stanton town,79.1,town,4
TN,Stantonville town,76.3,town,4
TN,Summertown CDP,78.9,CDP,3
TN,Sunbright city,90.6,city,4
TN,Surgoinsville town,82.9,town,4
TN,Sweetwater city,78.5,city,4
TN,Tazewell town,74.6,town,4
TN,Telford CDP,76.4,CDP,3
TN,Tellico Plains town,69.1,town,4
TN,Tellico Village CDP,100,CDP,3
TN,Tennessee Ridge town,78.3,town,4
TN,Thompson's Station town,96.9,town,4
TN,Three Way city,93.3,city,4
TN,Tiptonville town,70.2,town,4
TN,Toone town,84.6,town,4
TN,Townsend city,94.4,city,4
TN,Tracy City town,68.5,town,4
TN,Trenton city,72.7,city,4
TN,Trezevant town,76.8,town,4
TN,Trimble town,82.2,town,4
TN,Troy town,80.9,town,4
TN,Tullahoma city,87.3,city,4
TN,Tusculum city,82.6,city,4
TN,Unicoi town,85.6,town,4
TN,Union City city,82.3,city,4
TN,Unionville CDP,72.2,CDP,3
TN,Vanleer town,63.6,town,4
TN,Viola town,78,town,4
TN,Vonore town,83.2,town,4
TN,Walden town,94.2,town,4
TN,Walland CDP,93.4,CDP,3
TN,Walnut Grove CDP (Hardin County),51.4,#VALUE!,#VALUE!
TN,Walnut Grove CDP (Sumner County),87.8,#VALUE!,#VALUE!
TN,Walnut Hill CDP,80.9,CDP,3
TN,Walterhill CDP,80.2,CDP,3
TN,Wartburg city,73.9,city,4
TN,Wartrace town,84.3,town,4
TN,Watauga city,80.2,city,4
TN,Watertown city,84.5,city,4
TN,Waverly city,91.1,city,4
TN,Waynesboro city,82.3,city,4
TN,Westmoreland town,80.6,town,4
TN,White Bluff town,83.7,town,4
TN,White House city,93.3,city,4
TN,White Pine town,72.7,town,4
TN,Whiteville town,66,town,4
TN,Whitwell city,64.9,city,4
TN,Wildwood CDP,90.9,CDP,3
TN,Wildwood Lake CDP,69.2,Lake CDP,8
TN,Williston city,84,city,4
TN,Winchester city,82.2,city,4
TN,Winfield town,69.9,town,4
TN,Woodbury town,78.6,town,4
TN,Woodland Mills city,92.8,city,4
TN,Wrigley CDP,63.5,CDP,3
TN,Yorkville city,89.6,city,4
TX,Abbott city,92.4,city,4
TX,Abernathy city,74.3,city,4
TX,Abilene city,83.5,city,4
TX,Abram CDP,35,CDP,3
TX,Ackerly city,38.3,city,4
TX,Addison town,94,town,4
TX,Adrian city,74.3,city,4
TX,Agua Dulce CDP,49.6,CDP,3
TX,Agua Dulce city,78.1,city,4
TX,Aguilares CDP,59.3,CDP,3
TX,Airport Heights CDP,52.8,CDP,3
TX,Airport Road Addition CDP,100,CDP,3
TX,Alamo city,62.8,city,4
TX,Alamo Heights city,97.9,city,4
TX,Alba town,83.2,town,4
TX,Albany city,88,city,4
TX,Aldine CDP,46.9,CDP,3
TX,Aledo city,93.6,city,4
TX,Alfred CDP,0,CDP,3
TX,Alice city,73.7,city,4
TX,Alice Acres CDP,51.1,CDP,3
TX,Allen city,95.6,city,4
TX,Alma town,62.3,town,4
TX,Alpine city,86.4,city,4
TX,Alto town,83.1,town,4
TX,Alto Bonito Heights CDP,0,CDP,3
TX,Alton city,54.8,city,4
TX,Alvarado city,75.6,city,4
TX,Alvin city,83,city,4
TX,Alvord town,90.6,town,4
TX,Amada Acres CDP,-,CDP,3
TX,Amargosa CDP,53.3,CDP,3
TX,Amarillo city,83.4,city,4
TX,Amaya CDP,76.2,CDP,3
TX,Ames city,89.7,city,4
TX,Amherst city,72.9,city,4
TX,Amistad CDP,100,CDP,3
TX,Anacua CDP,100,CDP,3
TX,Anahuac city,81.9,city,4
TX,Anderson city,83,city,4
TX,Andrews city,75.3,city,4
TX,Angleton city,79.9,city,4
TX,Angus city,72.8,city,4
TX,Anna city,88,city,4
TX,Annetta town,95.5,town,4
TX,Annetta North town,93.9,town,4
TX,Annetta South town,99.5,town,4
TX,Annona town,69.5,town,4
TX,Anson city,77.9,city,4
TX,Anthony town,78.2,town,4
TX,Anton city,67.6,city,4
TX,Appleby city,93.3,city,4
TX,Aquilla city,71.9,city,4
TX,Aransas Pass city,79,city,4
TX,Archer City city,87,city,4
TX,Arcola city,63.7,city,4
TX,Argyle city,98.1,city,4
TX,Arlington city,84.7,city,4
TX,Arp city,85.2,#VALUE!,#VALUE!
TX,Arroyo Colorado Estates CDP,17.6,CDP,3
TX,Arroyo Gardens CDP,53.6,CDP,3
TX,Asherton city,54.6,city,4
TX,Aspermont town,73.9,town,4
TX,Atascocita CDP,92,CDP,3
TX,Athens city,76.9,city,4
TX,Atlanta city,85.2,city,4
TX,Aubrey city,86.9,city,4
TX,Aurora city,85.4,city,4
TX,Austin city,87.5,city,4
TX,Austwell city,82.9,city,4
TX,Avery town,84.8,town,4
TX,Avinger town,83,town,4
TX,Azle city,85.9,city,4
TX,Bacliff CDP,73.4,CDP,3
TX,Bailey city,74.1,city,4
TX,Bailey's Prairie village,84.7,village,7
TX,Baird city,86.2,city,4
TX,Balch Springs city,64,city,4
TX,Balcones Heights city,82.2,city,4
TX,Ballinger city,78.7,city,4
TX,Balmorhea city,70.2,city,4
TX,B and E CDP,26,#VALUE!,#VALUE!
TX,Bandera city,85,city,4
TX,Bangs city,79.3,city,4
TX,Banquete CDP,71.1,CDP,3
TX,Bardwell city,52.4,city,4
TX,Barrera CDP,-,CDP,3
TX,Barrett CDP,82.2,CDP,3
TX,Barry city,87.5,city,4
TX,Barstow city,55.4,city,4
TX,Bartlett city,67.5,city,4
TX,Barton Creek CDP,98.7,CDP,3
TX,Bartonville town,92.4,town,4
TX,Bastrop city,83.1,city,4
TX,Batesville CDP,39.9,CDP,3
TX,Bay City city,76.7,#VALUE!,#VALUE!
TX,Bayou Vista city,94.5,city,4
TX,Bayside town,87.1,town,4
TX,Baytown city,75.5,city,4
TX,Bayview town,92.1,town,4
TX,Beach City city,89.2,city,4
TX,Bear Creek village,96.6,#VALUE!,#VALUE!
TX,Beasley city,78.2,city,4
TX,Beaumont city,84.9,city,4
TX,Beckville city,77.1,city,4
TX,Bedford city,94.8,city,4
TX,Bedias city,83.9,city,4
TX,Bee Cave city,98.9,#VALUE!,#VALUE!
TX,Beeville city,76,city,4
TX,Bellaire city,97.8,city,4
TX,Bellevue city,81,city,4
TX,Bellmead city,64.7,city,4
TX,Bells town,86.2,town,4
TX,Bellville city,87.6,city,4
TX,Belton city,81.5,city,4
TX,Benavides city,75.7,city,4
TX,Benbrook city,93.7,city,4
TX,Benjamin city,84,city,4
TX,Benjamin Perez CDP,-,CDP,3
TX,Berryville town,83.8,town,4
TX,Bertram city,89.1,city,4
TX,Beverly Hills city,69.9,city,4
TX,Bevil Oaks city,96.7,city,4
TX,Bigfoot CDP,75.6,CDP,3
TX,Big Lake city,68.6,#VALUE!,#VALUE!
TX,Big Sandy town,74.3,#VALUE!,#VALUE!
TX,Big Spring city,76.5,#VALUE!,#VALUE!
TX,Big Thicket Lake Estates CDP,68.3,CDP,3
TX,Big Wells city,54.5,#VALUE!,#VALUE!
TX,Bishop city,74.2,city,4
TX,Bishop Hills town,92.9,town,4
TX,Bixby CDP,60.5,CDP,3
TX,Blackwell city,84.4,city,4
TX,Blanco city,82.8,city,4
TX,Blanket town,85.5,town,4
TX,Blessing CDP,63.3,CDP,3
TX,Bloomburg town,76.1,town,4
TX,Blooming Grove town,88.8,town,4
TX,Bloomington CDP,68.7,CDP,3
TX,Blossom city,80.1,city,4
TX,Blue Berry Hill CDP,32.1,CDP,3
TX,Blue Mound city,63.6,city,4
TX,Blue Ridge city,84.5,city,4
TX,Bluetown CDP,16.1,CDP,3
TX,Blum town,69.3,town,4
TX,Boerne city,89.8,city,4
TX,Bogata city,64.8,city,4
TX,Boling CDP,74.9,CDP,3
TX,Bolivar Peninsula CDP,87.7,CDP,3
TX,Bonanza Hills CDP,100,CDP,3
TX,Bonham city,74.6,city,4
TX,Bonney village,89.2,#VALUE!,#VALUE!
TX,Booker town,80,town,4
TX,Borger city,81.2,city,4
TX,Botines CDP,100,CDP,3
TX,Bovina city,52.7,city,4
TX,Bowie city,83.1,city,4
TX,Box Canyon CDP,48,CDP,3
TX,Boyd town,85.8,town,4
TX,Boys Ranch CDP,100,CDP,3
TX,Brackettville city,58.2,city,4
TX,Brady city,73.6,city,4
TX,Brazoria city,88.5,city,4
TX,Brazos Bend city,95.1,city,4
TX,Brazos Country city,95.1,city,4
TX,Breckenridge city,76.8,city,4
TX,Bremond city,76.4,city,4
TX,Brenham city,83.2,city,4
TX,Briar CDP,87,CDP,3
TX,Briarcliff village,98.3,village,7
TX,Briaroaks city,95,city,4
TX,Bridge City city,89.7,city,4
TX,Bridgeport city,72.7,city,4
TX,Bristol CDP,88,CDP,3
TX,Broaddus town,72.5,town,4
TX,Bronte town,81.4,town,4
TX,Brookshire city,62.1,city,4
TX,Brookside Village city,86.2,city,4
TX,Browndell city,66.2,city,4
TX,Brownfield city,68.5,city,4
TX,Brownsboro city,84.9,city,4
TX,Brownsville city,64.1,city,4
TX,Brownwood city,83.9,city,4
TX,Bruceville-Eddy city,86,city,4
TX,Brundage CDP,-,CDP,3
TX,Bruni CDP,83.2,CDP,3
TX,Brushy Creek CDP,97.2,CDP,3
TX,Bryan city,78.4,city,4
TX,Bryson city,79.6,city,4
TX,Buchanan Dam CDP,87.2,Dam CDP,7
TX,Buchanan Lake Village CDP,80.2,CDP,3
TX,Buckholts town,60.7,town,4
TX,Buda city,95.3,city,4
TX,Buena Vista CDP,0,CDP,3
TX,Buffalo city,77,city,4
TX,Buffalo Gap town,87.7,town,4
TX,Buffalo Springs village,92.7,village,7
TX,Bullard town,90.9,town,4
TX,Bulverde city,96.2,city,4
TX,Buna CDP,80.1,CDP,3
TX,Bunker Hill Village city,98.4,city,4
TX,Burkburnett city,89.3,city,4
TX,Burke city,76.9,city,4
TX,Burleson city,92.2,city,4
TX,Burnet city,81.2,city,4
TX,Burton city,94.1,city,4
TX,Butterfield CDP,29.2,CDP,3
TX,Byers city,94.3,city,4
TX,Bynum town,75,town,4
TX,Cactus city,34,city,4
TX,Caddo Mills city,91.2,city,4
TX,Caldwell city,77,city,4
TX,Callender Lake CDP,91.5,Lake CDP,8
TX,Callisburg city,97.2,city,4
TX,Calvert city,78.3,city,4
TX,Camargito CDP,19.4,CDP,3
TX,Cameron city,75.3,city,4
TX,Cameron Park CDP,33.3,CDP,3
TX,Campbell city,87.6,city,4
TX,Campo Verde CDP,9.9,CDP,3
TX,Camp Swift CDP,75,CDP,3
TX,Camp Wood city,65.5,city,4
TX,Canadian city,77.7,city,4
TX,Caney City town,73.3,town,4
TX,Canton city,82.7,city,4
TX,Cantu Addition CDP,82.5,CDP,3
TX,Canutillo CDP,65,CDP,3
TX,Canyon city,90.3,city,4
TX,Canyon Creek CDP,79.9,CDP,3
TX,Canyon Lake CDP,92.2,CDP,3
TX,Cape Royale CDP,97.2,CDP,3
TX,Carbon town,69.5,town,4
TX,Carlsbad CDP,76.9,CDP,3
TX,Carl's Corner town,72,town,4
TX,Carmine city,79.2,city,4
TX,Carrizo Hill CDP,54.1,CDP,3
TX,Carrizo Springs city,73.3,city,4
TX,Carrollton city,85.3,city,4
TX,Carthage city,81.7,city,4
TX,Casa Blanca CDP,0,CDP,3
TX,Casas CDP,50,CDP,3
TX,Cashion Community city,89.8,city,4
TX,Castle Hills city,89.3,city,4
TX,Castroville city,83,city,4
TX,Catarina CDP,75,CDP,3
TX,Cedar Hill city,91.7,city,4
TX,Cedar Park city,95.5,city,4
TX,Cedar Point CDP,88.1,CDP,3
TX,Celeste city,87.4,city,4
TX,Celina city,95.6,city,4
TX,Center city,70.8,city,4
TX,Centerville city,79.4,city,4
TX,Central Gardens CDP,93.4,CDP,3
TX,C_sar Chˆvez CDP,68.9,CDP,3
TX,Chandler city,94,city,4
TX,Channelview CDP,68.4,CDP,3
TX,Channing city,94.8,city,4
TX,Chaparrito CDP,0,CDP,3
TX,Chapeno CDP,33.3,CDP,3
TX,Charlotte city,56.5,city,4
TX,Chester town,82.9,town,4
TX,Chico city,81.2,city,4
TX,Childress city,87.6,city,4
TX,Chillicothe city,64.2,city,4
TX,Chilton CDP,50.6,CDP,3
TX,China city,86.5,city,4
TX,China Grove town,90.9,town,4
TX,China Spring CDP,83.1,CDP,3
TX,Chireno city,75.7,city,4
TX,Christine town,69.4,town,4
TX,Christoval CDP,73.4,CDP,3
TX,Chula Vista CDP (Cameron County),48.1,#VALUE!,#VALUE!
TX,Chula Vista CDP (Maverick County),33.4,#VALUE!,#VALUE!
TX,Chula Vista CDP (Zavala County),46.9,#VALUE!,#VALUE!
TX,Cibolo city,95.4,city,4
TX,Cienegas Terrace CDP,43.8,CDP,3
TX,Cinco Ranch CDP,98.2,CDP,3
TX,Circle D-KC Estates CDP,80.3,CDP,3
TX,Cisco city,80.7,city,4
TX,Citrus City CDP,25,CDP,3
TX,Clarendon city,83.4,city,4
TX,Clarksville city,77,city,4
TX,Clarksville City city,86,City city,9
TX,Claude city,87.6,city,4
TX,Clear Lake Shores city,98.5,city,4
TX,Cleburne city,77.5,city,4
TX,Cleveland city,71.6,city,4
TX,Clifton city,76.9,city,4
TX,Clint town,74.9,town,4
TX,Cloverleaf CDP,60,CDP,3
TX,Clute city,73.7,city,4
TX,Clyde city,88.8,city,4
TX,Coahoma town,88.1,town,4
TX,Cockrell Hill city,49.6,city,4
TX,Coffee City town,85.2,town,4
TX,Coldspring city,75.1,city,4
TX,Coleman city,79.9,city,4
TX,College Station city,93.6,city,4
TX,Colleyville city,98.3,city,4
TX,Collinsville town,87.8,town,4
TX,Colmesneil city,90.7,city,4
TX,Colorado Acres CDP,53.7,CDP,3
TX,Colorado City city,70.6,city,4
TX,Columbus city,80.7,city,4
TX,Comanche city,67.1,city,4
TX,Combes town,67,town,4
TX,Combine city,75,city,4
TX,Comfort CDP,71.3,CDP,3
TX,Commerce city,79,city,4
TX,Como town,75.2,town,4
TX,Concepcion CDP,53.8,CDP,3
TX,Conroe city,75,city,4
TX,Converse city,87.4,city,4
TX,Cool city,77.7,city,4
TX,Coolidge town,55.2,town,4
TX,Cooper city,75.7,city,4
TX,Coppell city,96.6,city,4
TX,Copperas Cove city,93.4,city,4
TX,Copper Canyon town,95.2,town,4
TX,Corinth city,96.3,city,4
TX,Corpus Christi city,81.4,city,4
TX,Corral City town,100,town,4
TX,Corrigan town,71.4,town,4
TX,Corsicana city,75.1,city,4
TX,Cottonwood city,89.6,city,4
TX,Cottonwood Shores city,82.9,city,4
TX,Cotulla city,61.1,city,4
TX,Country Acres CDP,100,CDP,3
TX,Coupland city,84.8,city,4
TX,Cove city,92.9,city,4
TX,Covington city,82.2,city,4
TX,Coyanosa CDP,22.5,CDP,3
TX,Coyote Acres CDP,76.4,CDP,3
TX,Coyote Flats city,84.9,city,4
TX,Crandall city,88.3,city,4
TX,Crane city,72.2,city,4
TX,Cranfills Gap city,68.8,Gap city,8
TX,Crawford town,91.3,town,4
TX,Creedmoor city,64.7,city,4
TX,Cresson city,94.7,city,4
TX,Crockett city,77.6,city,4
TX,Crosby CDP,77.7,CDP,3
TX,Crosbyton city,70.4,city,4
TX,Cross Mountain CDP,98.7,CDP,3
TX,Cross Plains town,78.7,town,4
TX,Cross Roads town,93.7,town,4
TX,Cross Timber town,90.4,town,4
TX,Crowell city,76.4,city,4
TX,Crowley city,88.8,city,4
TX,Crystal City city,61.1,city,4
TX,Cuero city,78.3,city,4
TX,Cuevitas CDP,-,CDP,3
TX,Cumby city,87.3,city,4
TX,Cumings CDP,93.2,CDP,3
TX,Cuney town,82.1,town,4
TX,Cushing city,87.5,city,4
TX,Cut and Shoot city,71.4,#VALUE!,#VALUE!
TX,Daingerfield city,79.6,city,4
TX,Daisetta city,76.7,city,4
TX,Dalhart city,79,city,4
TX,Dallas city,74.5,city,4
TX,Dalworthington Gardens city,93.6,Gardens city,12
TX,Damon CDP,66.5,CDP,3
TX,Danbury city,87,city,4
TX,Darrouzett town,86.3,town,4
TX,Dawson town,76.2,town,4
TX,Dayton city,83.8,city,4
TX,Dayton Lakes city,73.3,city,4
TX,Dean city,89.1,city,4
TX,Decatur city,84.5,city,4
TX,DeCordova city,98.8,city,4
TX,Deer Park city,86.5,city,4
TX,De Kalb city,85.5,#VALUE!,#VALUE!
TX,De Leon city,70.1,#VALUE!,#VALUE!
TX,Dell City city,51.6,city,4
TX,Del Mar Heights CDP,90.7,CDP,3
TX,Delmita CDP,52.9,CDP,3
TX,Del Rio city,66.2,#VALUE!,#VALUE!
TX,Del Sol CDP,49.1,CDP,3
TX,Denison city,85.8,city,4
TX,Denton city,88.8,city,4
TX,Denver City town,70.2,town,4
TX,Deport city,84.4,city,4
TX,DeSoto city,90.5,city,4
TX,Detroit town,86.8,town,4
TX,Devers city,66.4,city,4
TX,Devine city,77.4,city,4
TX,Deweyville CDP,93.8,CDP,3
TX,D'Hanis CDP,81.2,CDP,3
TX,Diboll city,69.9,city,4
TX,Dickens city,80.4,city,4
TX,Dickinson city,81.4,city,4
TX,Dilley city,66.1,city,4
TX,Dimmitt city,71.8,city,4
TX,DISH town,81.5,town,4
TX,Dodd City town,84.7,town,4
